ID;Name;Sub_ID;Sub_Name;Field_ID;Field_Name;Domain_ID;Domain_Name;Keywords_1;Keywords_2;Keywords_3;Keywords_4;Keywords_5;Keywords_6;Keywords_7;Keywords_8;Keywords_9;Keywords_10
T10006;Work Engagement and Organizational Behavior;1407;Organizational Behavior and Human Resource Management;14;Business, Management and Accounting;2;Social Sciences;Work Engagement;Organizational Behavior;Job Demands-Resources Model;Mediation Analysis;Leadership;Employee Commitment;Psychological Capital;Job Satisfaction;Transformational Leadership;Human Resource Management
T10683;Mass Spectrometry Techniques;1607;Spectroscopy;16;Chemistry;3;Physical Sciences;Mass Spectrometry;Ionization;Electrospray;Proteins;Imaging;Ambient Conditions;Ion Mobility;MALDI;Proteomics;Structural Biology
T10059;Bone Tissue Engineering and Biomaterials;2204;Biomedical Engineering;22;Engineering;3;Physical Sciences;Scaffolds;Biomaterials;Tissue Engineering;Bone Regeneration;Hydroxyapatite;Bioceramics;Osteoblast Adhesion;Bioactive Glass;Polymeric Scaffolds;Angiogenesis
T10613;Gene Therapy Techniques and Applications;1311;Genetics;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Gene Therapy;Viral Vectors;AAV;Oncolytic Virus;Hematopoietic Stem Cell;Immunodeficiency;Lentiviral Vector;Adenovirus;Transgene Expression;Genomic Integration
T10266;Global Forest Drought Response and Climate Change;2306;Global and Planetary Change;23;Environmental Science;3;Physical Sciences;Drought;Tree Mortality;Climate Change;Ecosystem Resilience;Evapotranspiration;Carbon Balance;Hydraulic Conductance;Stomatal Response;Global Vegetation Models;Eddy Covariance
T10222;Regulation of Chromatin Structure and Function;1312;Molecular Biology;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Chromatin;Transcription;Histone Modifications;Epigenetics;Gene Regulation;Enhancers;DNA Elements;3D Genome Organization;Transcription Factors;Nucleosome Positioning
T10154;Customer Relationships, Behavior, and Loyalty;1407;Organizational Behavior and Human Resource Management;14;Business, Management and Accounting;2;Social Sciences;Customer Satisfaction;Service Quality;Perceived Value;Relationship Marketing;Customer Loyalty;Switching Costs;Trust and Commitment;Service Recovery;Emotional Responses;Business-to-Business Relationships
T10014;Molecular Responses to Abiotic Stress in Plants;1110;Plant Science;11;Agricultural and Biological Sciences;1;Life Sciences;Reactive Oxygen Species;Antioxidants;Abiotic Stress;Signal Transduction;Oxidative Stress;Salt Tolerance;Drought Resistance;Plant Responses;Gene Expression;Stress Signaling
T10009;Diagnosis and Management of Alzheimer's Disease;2738;Psychiatry and Mental health;27;Medicine;4;Health Sciences;Alzheimer's Disease;Mild Cognitive Impairment;Dementia;Neuroimaging;Cognitive Decline;Biomarkers;Aging;Caregiver Burden;Vascular Risk Factors;Cognitive Training
T10756;Mechanisms of Estrogen Receptor Signaling;1311;Genetics;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Estrogen;Receptor;Signaling;Breast Cancer;Glucocorticoids;Nuclear Receptors;Tamoxifen;Aromatase Inhibitors;G Protein-Coupled Receptor;Transcriptional Regulation
T10217;Molecular Mechanisms of Cardiac Arrhythmias;2705;Cardiology and Cardiovascular Medicine;27;Medicine;4;Health Sciences;Arrhythmias;Long-QT Syndrome;Sudden Cardiac Death;Ion Channels;Cardiac Electrophysiology;Genetic Testing;Calcium Signaling;Ryanodine Receptor;Brugada Syndrome;Cardiac Channelopathies
T10360;Turbulent Flows and Vortex Dynamics;2206;Computational Mechanics;22;Engineering;3;Physical Sciences;Turbulent Flows;Vortex Dynamics;Large-Eddy Simulation;Particle Image Velocimetry;Boundary Layer Transition;Heat Transfer;Fluid Mechanics;Reynolds Number Scaling;Coherent Structures;Hydrodynamic Turbulence
T10016;Adsorption of Water Contaminants;2312;Water Science and Technology;23;Environmental Science;3;Physical Sciences;Adsorption;Contaminant Removal;Wastewater Treatment;Surface Area;Pore Size Distribution;Biochar;Heavy Metals;Dye Removal;Nanomaterials;Biosorption
T10617;Mechanisms of Intracellular Membrane Trafficking;1307;Cell Biology;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Endocytosis;Membrane Fusion;Rab Proteins;Clathrin-Mediated Endocytosis;SNARE Proteins;ESCRT Machinery;Phosphoinositides;Vesicle Traffic;Lysosome Biogenesis;Dynamin
T10423;Neuroscience and Genetics of Drosophila Melanogaster;2804;Cellular and Molecular Neuroscience;28;Neuroscience;1;Life Sciences;Drosophila;Neuroscience;Genetics;Olfactory System;Insulin Signaling;Ionotropic Receptors;Memory Formation;Behavioral Regulation;Neuronal Circuits;Metabolic Regulation
T10118;Coronavirus Disease 2019 Research;2725;Infectious Diseases;27;Medicine;4;Health Sciences;SARS-CoV-2;coronavirus;vaccine;spike protein;antibody;pandemic;immunity;mutation;ACE2 receptor;viral transmission
T10074;Carbon Nanotubes and their Applications;2505;Materials Chemistry;25;Materials Science;3;Physical Sciences;Nanotubes;Carbon;Composites;Properties;Functionalization;Electronics;Mechanical;Synthesis;Applications;Chemistry
T12267;Effects of Ketogenic Diet on Health;2737;Physiology;27;Medicine;4;Health Sciences;Ketogenic Diet;Low-Carbohydrate Diet;Weight Loss;Metabolic Syndrome;Neurological Disorders;Epilepsy Treatment;Glucose Transporter Deficiency;Cancer Therapy;Alzheimer's Disease;Inflammation
T10570;Mechanisms of Multidrug Resistance in Cancer;2730;Oncology;27;Medicine;4;Health Sciences;Multidrug Resistance;ATP-dependent Transporters;P-glycoprotein;Bile Acids;ABC Transporters;Drug Efflux Pumps;Nuclear Receptors;Cancer Chemotherapy;Metabolic Regulation;Intestinal Barrier
T10199;Wildlife Ecology and Conservation Biology;2303;Ecology;23;Environmental Science;3;Physical Sciences;Occupancy Rates;Animal Movement;Trophic Cascades;Habitat Selection;Population Dynamics;Human-Wildlife Conflict;Camera Trapping;Conservation Management;Predation Risk;Global Biodiversity Loss
T11457;Brown Adipose Tissue Function and Physiology;2737;Physiology;27;Medicine;4;Health Sciences;Brown Adipose Tissue;Thermogenesis;PGC-1a;Mitochondrial Dysfunction;Insulin Resistance;Beige Adipocytes;Metabolic Regulation;Exercise;UCP1;Adaptive Thermogenesis
T10251;Solar Physics and Space Weather;3103;Astronomy and Astrophysics;31;Physics and Astronomy;3;Physical Sciences;Solar Dynamics Observatory;Coronal Mass Ejections;Solar Wind;Magnetohydrodynamic Turbulence;Solar Flares;Helioseismology;Solar Irradiance Variability;Interplanetary Coronal Mass Ejections;Sunspots;Space Weather
T10325;Formation and Evolution of the Solar System;3103;Astronomy and Astrophysics;31;Physics and Astronomy;3;Physical Sciences;Solar System Abundances;Terrestrial Planets;Giant Planets;Cometary Composition;Asteroid Taxonomy;Planetary Chronology;Enceladus Plumes;Chondritic Meteorites;Kuiper Belt Structure;Extraterrestrial Organic Matter
T10631;Metabolic Reprogramming in Cancer Biology;1306;Cancer Research;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;HIF-1;Warburg Effect;Tumor Hypoxia;Cancer Cell Metabolism;Glutamine Metabolism;Oxygen Sensing;Mitochondrial Metabolism;Glycolysis Inhibition;Tumor Microenvironment;Hexokinase II
T10166;Global Impact of Arboviral Diseases;2739;Public Health, Environmental and Occupational Health;27;Medicine;4;Health Sciences;Arboviral Diseases;Zika Virus;Dengue;Mosquito-borne;Epidemiology;Microcephaly;Vaccine Development;Flaviviruses;Vector Control;Neurological Manifestations
T10042;Neural Mechanisms of Cognitive Control and Decision Making;2805;Cognitive Neuroscience;28;Neuroscience;1;Life Sciences;Cognitive Control;Neural Mechanisms;Decision Making;Executive Functions;Emotion Regulation;Prefrontal Cortex;Attentional Networks;Neuroimaging Studies;Adolescent Brain Development;Reward Processing
T10294;Molecular Mechanisms of Apoptosis and Cell Death;1312;Molecular Biology;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Apoptosis;Cell Death;Bcl-2 Family;Mitochondria;TNF Signaling;Caspases;Reactive Oxygen Species;Necroptosis;Programmed Cell Death;Cancer Therapy
T10106;Autism Spectrum Disorders;2805;Cognitive Neuroscience;28;Neuroscience;1;Life Sciences;Autism Spectrum Disorders;Genetics;Neurodevelopmental Disorders;Social Skills Interventions;Brain Connectivity;Epidemiology;Executive Functioning;Early Intervention;Emotion Recognition;Neuroanatomy
T10413;Mantle Dynamics and Earth's Structure;1908;Geophysics;19;Earth and Planetary Sciences;3;Physical Sciences;Mantle Dynamics;Crystal Structure Prediction;High-pressure Phases;Seismic Imaging;Superconductivity;Earth's Lower Mantle;Hydrous Minerals;Tomography;Plate Tectonics;Mineral Physics
T10492;Regulation and Function of Microtubules in Cell Division;1307;Cell Biology;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Microtubules;Cell Division;Mitotic Checkpoint;Molecular Motors;Aneuploidy;Kinesin Proteins;Aurora Kinases;Chromosomal Instability;Spindle Assembly;Cancer Therapy
T10211;Computational Methods in Drug Discovery;1703;Computational Theory and Mathematics;17;Computer Science;3;Physical Sciences;Molecular Docking;Virtual Screening;Drug Target Identification;QSAR Modeling;Pharmacokinetics;Chemical Properties;Machine Learning;Polypharmacology;Network Pharmacology;Medicinal Chemistry
T12137;Existence and Dynamics of Monetary Equilibrium Models;2002;Economics and Econometrics;20;Economics, Econometrics and Finance;2;Social Sciences;Monetary Equilibrium;Asset Pricing;Liquidity;Competitive Economy;Bubbles;Search Equilibrium;Indeterminacy;Credit Constraints;Financial Stability;Economic Growth
T10093;Theoretical and Experimental Nuclear Structure;3106;Nuclear and High Energy Physics;31;Physics and Astronomy;3;Physical Sciences;Nuclear Structure;Nuclear Forces;Nucleosynthesis;Neutron Radii;Mean-Field Models;Nuclear Reactions;Shell Model;Isospin Physics;Mass Evaluation;Astrophysical Reaction Rates
T11791;Marine Microbial Diversity and Biogeography;2303;Ecology;23;Environmental Science;3;Physical Sciences;Marine Microbes;Microbial Biogeography;Bacterial Diversity;Archaeal Communities;Ocean Microbiome;Community Assembly;Rare Biosphere;Phytoplankton Interactions;Ammonia-Oxidizing Archaea;Microbial Ecology
T10147;Global Challenge of Antibiotic Resistance in Bacteria;1313;Molecular Medicine;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Antibiotic Resistance;Multidrug-Resistant Bacteria;ESKAPE Pathogens;Carbapenemases;Plasmid-Mediated Resistance;Efflux Pumps;Gram-Negative Bacteria;Antimicrobial Resistance Genes;Extended-Spectrum ß-Lactamases;Acinetobacter baumannii
T10079;Nanotoxicology and Antimicrobial Nanoparticles;2505;Materials Chemistry;25;Materials Science;3;Physical Sciences;Nanoparticles;Antimicrobial;Toxicity;Silver;Nanomaterials;Biological Synthesis;Environmental Impact;Cytotoxicity;Green Synthesis;Biosynthesis
T10878;Clustered Regularly Interspaced Short Palindromic Repeats and CRISPR-associated proteins;1312;Molecular Biology;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Genome Engineering;RNA-Guided;Cas9;Nucleases;Gene Editing;CRISPR Systems;Multiplex Genome Editing;Off-Target Effects;Bacterial Immunity;Genetic Screening
T10084;Global Burden of Chronic Pain;2736;Pharmacology;27;Medicine;4;Health Sciences;Chronic Pain;Global Burden;Disability;Measurement Properties;Health Status Questionnaires;Low Back Pain;Psychological Factors;Clinical Trials;Epidemiology;Musculoskeletal Disorders
T10045;Organic Solar Cell Technology;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;Conjugated Polymers;Bulk Heterojunction;Efficiency Enhancement;Non-Fullerene Acceptors;Solution Processing;Polymer Blends;Charge Transport;Morphology Control;High-Efficiency Solar Cells;Field-Effect Transistors
T10660;Conducting Polymer Research;2507;Polymers and Plastics;25;Materials Science;3;Physical Sciences;Conducting Polymers;Polyaniline;PEDOT:PSS;Nanofibers;Electrochemical Sensors;Biomedical Applications;Organic Electronics;Electrochromic Materials;Nanocomposites;Tissue Engineering
T10120;Bacterial Physiology and Genetics;1311;Genetics;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Bacterial Physiology;Gene Regulation;Antibiotic Resistance;Cellular Homeostasis;Signal Transduction;Bacterial Genetics;Membrane Proteins;RNA Regulation;Iron Metabolism;Microbial Persistence
T10139;Environmental Impact of Heavy Metal Contamination;2310;Pollution;23;Environmental Science;3;Physical Sciences;Heavy Metals;Contamination;Soil;Health Risk;Remediation;Bioavailability;Sediment;Pollution;Toxicity;Urban
T10171;Technologies for Biofuel Production from Biomass;2204;Biomedical Engineering;22;Engineering;3;Physical Sciences;Pretreatment;Enzymatic Hydrolysis;Lignocellulosic Biomass;Bioethanol Production;Cellulase Enzymes;Biorefinery Concept;Biomass Recalcitrance;Ethanol Fermentation;Ionic Liquid Pretreatment;Global Bioenergy Potential
T10342;Mammalian Circadian Rhythms and Physiology;2807;Endocrine and Autonomic Systems;28;Neuroscience;1;Life Sciences;Circadian Clock;Melatonin;Retinal Ganglion Cells;Metabolism;Peripheral Clocks;Phototransduction;Gene Expression;Oxidative Stress;Sleep Disruption;Health Effects
T10422;Molecular Mechanisms of Angiogenesis and Vascular Function;1312;Molecular Biology;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;VEGF;endothelial progenitor cells;tumor angiogenesis;anti-angiogenic therapy;vascular endothelial growth factor;pericytes;vascular normalization;endothelial cell behavior;tumor vasculature;angiogenic signaling
T10206;Methods for Evidence Synthesis in Research;1804;Statistics, Probability and Uncertainty;18;Decision Sciences;2;Social Sciences;PRISMA Statement;Meta-Analysis;Quality Assessment;Publication Bias;Evidence Synthesis;Reporting Guidelines;Risk of Bias;Diagnostic Accuracy;Research Methodology;Effect Size
T10144;Management of Hypertension and Cardiovascular Risk Factors;2705;Cardiology and Cardiovascular Medicine;27;Medicine;4;Health Sciences;Hypertension;Blood Pressure;Cardiovascular Disease;Antihypertensive Drugs;Renal Denervation;Diabetes Mellitus;Global Burden;Clinical Guidelines;Cardiovascular Events;Risk Factors
T10314;Intergroup Relations and Social Identity Theories;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Intergroup Contact;Social Identity;Implicit Bias;Stereotype Threat;Prejudice Reduction;Power Dynamics;System Justification;Morality and Justice;Attitude Change;Group Dynamics
T10338;Wearable Nanogenerator Technology;2204;Biomedical Engineering;22;Engineering;3;Physical Sciences;Wearable;Nanogenerators;Flexible Electronics;Stretchable Sensors;Triboelectric Technology;Energy Harvesting;Self-Powered Systems;Electronic Skin;Health Monitoring;Conductive Materials
T10035;Antioxidants and Free Radicals in Health and Disease;2704;Biochemistry;27;Medicine;4;Health Sciences;Antioxidants;Free Radicals;Polyphenols;Oxidative Stress;Flavonoids;Cancer Prevention;Dietary Supplements;Bioavailability;Phenolic Compounds;Nutritional Significance
T11266;Role of Microglia in Neurological Disorders;2808;Neurology;28;Neuroscience;1;Life Sciences;Microglia;Neuroinflammation;Neurodegeneration;Astrocytes;Synaptic Pruning;Ischemic Stroke;TREM2;Cytokines;Brain Development;Innate Immunity
T10091;Malaria;2739;Public Health, Environmental and Occupational Health;27;Medicine;4;Health Sciences;Plasmodium falciparum;Artemisinin Resistance;Malaria Parasite;Mosquito Vectors;Antimalarial Drug;Genome Sequence;Insecticide Resistance;Vaccine Development;Epidemiology;Global Burden
T11629;Developmental Origins of Adult Health and Disease;2735;Pediatrics, Perinatology and Child Health;27;Medicine;4;Health Sciences;Fetal Programming;Early-Life Conditions;Metabolic Syndrome;Epigenetic Mechanisms;In Utero Nutrition;Catch-Up Growth;Hypertension Risk;Low Birth Weight;Glucocorticoid Programming;Chronic Disease
T10263;Eating Disorders and Body Image Concerns;3203;Clinical Psychology;32;Psychology;2;Social Sciences;Eating Disorders;Body Image;Obesity;Genetics;Psychological Factors;Neurobiological Correlates;Prevalence;Treatment;Adolescents;Risk Factors
